count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,csv_path
170,6.0,160.0,2025/2/25,6508.15858,5878.158581,1740458883,3.0,1.0,愛甲,Left,niu,8,山本,Right,TOK,5,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.357,-0.224,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510170,ボール,,6506,https://youtu.be/_3MnIPxHw_o&t=6506,3509,https://youtu.be/5EDcInzAEH4&t=3509,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,R,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",93.0,972881.0,TokyoBBC Right,,1740458887.0,1740458887.0,Slider,N,-0.5357,1.5236,130.34,1479.03,1479.0,99.99,10:46,1.0,2.4223824,63.6,-21.7,35.0,-26.7,1.96,1.94,1.38,-0.85,0.6,972881@1740458887,V3P4DLKO0850A,0.27257818,-1.0262946,untitled,,3.0,972671.0,TokyoBBC Left,,1740458887.0,1740458887.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740458887,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
171,7.0,161.0,2025/2/25,6523.362161,5893.362163,1740458898,3.0,2.0,愛甲,Left,niu,8,山本,Right,TOK,5,Bottom,2,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.49,-0.068,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510171,見逃し,,6521,https://youtu.be/_3MnIPxHw_o&t=6521,3524,https://youtu.be/5EDcInzAEH4&t=3524,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,R,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",92.0,972881.0,TokyoBBC Right,,1740458902.0,1740458902.0,Slider,N,-0.3169,0.6403,128.9,2140.33,2128.1,99.43,10:50,1.0,2.2700138,46.9,-48.6,46.2,-32.5,3.87,-0.54,1.37,-0.9,-6.13,972881@1740458902,V3P4DLKO0850A,0.1491978,-4.996481,untitled,,2.0,972671.0,TokyoBBC Left,,1740458902.0,1740458902.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740458902,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
172,8.0,162.0,2025/2/25,6535.663713,5905.663715,1740458911,3.0,3.0,愛甲,Left,niu,8,山本,Right,TOK,5,Bottom,2,1,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.494,0.08,21.50966428,-42.22083314,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3A",2505510172,三ゴ,,6533,https://youtu.be/_3MnIPxHw_o&t=6533,3536,https://youtu.be/5EDcInzAEH4&t=3536,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,R,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",91.0,972881.0,TokyoBBC Right,,1740458915.0,1740458915.0,Slider,Y,-0.0069,0.4993,128.71,2077.95,1961.4,94.39,10:50,1.0,2.1948586,44.6,-37.4,47.4,-33.4,4.63,-0.85,1.33,-0.91,-19.28,972881@1740458915,V3P4DLKO0850A,1.8135738,-5.354548,untitled,,1.0,972671.0,TokyoBBC Left,,1740458914.0,1740458914.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740458914,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
173,22.0,163.0,2025/2/25,7277.191229,6647.191231,1740459652,1.0,1.0,松本慎,Left,TOK,2,佐伯,Right,niu,6,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.277,-0.004,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510173,ボール,,7275,https://youtu.be/_3MnIPxHw_o&t=7275,3572,https://youtu.be/5EDcInzAEH4&t=3572,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0,972881.0,TokyoBBC Right,,1740459654.0,1740459654.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459654,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
174,23.0,164.0,2025/2/25,7291.450144,6661.450146,1740459666,1.0,2.0,松本慎,Left,TOK,2,佐伯,Right,niu,6,Top,0,1,0,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,,0.758,0.104,62.01709747,-25.34617594,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Undefined,,,,"6,7","6,7",2505510174,遊安,,7289,https://youtu.be/_3MnIPxHw_o&t=7289,3586,https://youtu.be/5EDcInzAEH4&t=3586,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,972881.0,TokyoBBC Right,,1740459667.0,1740459667.0,138.2,132.2,-2.4,-17.3,2269.6296,11.1,8:54,1.0,-16.5,82.3,56.7,,V3P4DLKO0850A,972881@1740459667,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
175,24.0,165.0,2025/2/25,7323.026198,6693.0262,1740459697,2.0,1.0,松本慎,Left,TOK,3,皆吉,Left,niu,6,Top,0,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.303,0.28,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,Nothing,,,,,,2505510175,ボール,,7321,https://youtu.be/_3MnIPxHw_o&t=7321,3606,https://youtu.be/5EDcInzAEH4&t=3606,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,972881.0,TokyoBBC Right,,1740459702.0,1740459702.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459702,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
176,25.0,166.0,2025/2/25,7337.48961,6707.489612,1740459712,2.0,2.0,松本慎,Left,TOK,3,皆吉,Left,niu,6,Top,0,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.694,0.407,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,Nothing,,,,,,2505510176,ボール,,7335,https://youtu.be/_3MnIPxHw_o&t=7335,3621,https://youtu.be/5EDcInzAEH4&t=3621,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,972881.0,TokyoBBC Right,,1740459715.0,1740459715.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459715,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
177,26.0,167.0,2025/2/25,7355.342892,6725.342894,1740459730,2.0,3.0,松本慎,Left,TOK,3,皆吉,Left,niu,6,Top,0,2,0,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.706,0.224,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,Nothing,,,,,,2505510177,見逃し,,7353,https://youtu.be/_3MnIPxHw_o&t=7353,3638,https://youtu.be/5EDcInzAEH4&t=3638,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,972881.0,TokyoBBC Right,,1740459734.0,1740459734.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459734,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
178,,,2025/2/25,7372.961639,6742.961641,1740459747,,,松本慎,Left,TOK,3,皆吉,Left,niu,6,Top,0,2,1,,,,,,0,0,,,,,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,PickOff,,,,"1,3","1,3",2505510178,牽制,,7370,https://youtu.be/_3MnIPxHw_o&t=7370,3656,https://youtu.be/5EDcInzAEH4&t=3656,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
179,27.0,168.0,2025/2/25,7382.583071,6752.583073,1740459757,2.0,4.0,松本慎,Left,TOK,3,皆吉,Left,niu,6,Top,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.15,0.048,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,Nothing,,,,,,2505510179,ボール,,7380,https://youtu.be/_3MnIPxHw_o&t=7380,3666,https://youtu.be/5EDcInzAEH4&t=3666,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,972881.0,TokyoBBC Right,,1740459760.0,1740459760.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459760,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
180,28.0,169.0,2025/2/25,7395.700467,6765.700469,1740459770,2.0,5.0,松本慎,Left,TOK,3,皆吉,Left,niu,6,Top,0,3,1,Fastball,InPlay,Undefined,GroundBall,Error,0,0,,,0.766,-0.064,74.7588309,23.7329398,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,Undefined,,,,"4,9","4,9",2505510180,二ゴ失,,7393,https://youtu.be/_3MnIPxHw_o&t=7393,3679,https://youtu.be/5EDcInzAEH4&t=3679,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,972881.0,TokyoBBC Right,,1740459775.0,1740459775.0,121.7,127.4,1.5,22.7,2516.6519,20.9,0:44,1.0,2.7,89.5,11.9,,V3P4DLKO0850A,972881@1740459775,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
181,29.0,170.0,2025/2/25,7453.986924,6823.986926,1740459828,3.0,1.0,松本慎,Left,TOK,4,田川,Right,niu,6,Top,0,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.682,-0.056,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,"2,3",,皆吉,野中,Nothing,,,,,,2505510181,見逃し,,7451,https://youtu.be/_3MnIPxHw_o&t=7451,3720,https://youtu.be/5EDcInzAEH4&t=3720,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,972881.0,TokyoBBC Right,,1740459832.0,1740459832.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459832,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
182,30.0,171.0,2025/2/25,7487.377432,6857.377433,1740459862,3.0,2.0,松本慎,Left,TOK,4,田川,Right,niu,6,Top,0,0,1,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.758,-0.224,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,"2,3",,皆吉,野中,Nothing,,,,,,2505510182,空振り,,7485,https://youtu.be/_3MnIPxHw_o&t=7485,3754,https://youtu.be/5EDcInzAEH4&t=3754,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,R,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,972881.0,TokyoBBC Right,,1740459866.0,1740459866.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459866,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
183,31.0,172.0,2025/2/25,7503.94469,6873.944692,1740459878,3.0,3.0,松本慎,Left,TOK,4,田川,Right,niu,6,Top,0,0,2,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.702,-0.313,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,"2,3",,皆吉,野中,Nothing,,,,,,2505510183,空三振,,7501,https://youtu.be/_3MnIPxHw_o&t=7501,3770,https://youtu.be/5EDcInzAEH4&t=3770,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,乙内","L,L,L,L,R,R,R,R,R,L","L,L,R,L,R,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,972881.0,TokyoBBC Right,,1740459883.0,1740459883.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459883,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
184,32.0,173.0,2025/2/25,7539.561487,6909.561489,1740459914,4.0,1.0,松本慎,Left,TOK,5,藤森,Left,niu,6,Top,1,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.57,0.44,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,"2,3",,皆吉,野中,Nothing,,,,,,2505510184,ボール,,7537,https://youtu.be/_3MnIPxHw_o&t=7537,3791,https://youtu.be/5EDcInzAEH4&t=3791,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,藤森","L,L,L,L,R,R,R,R,R,L","L,L,R,L,R,L,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,972881.0,TokyoBBC Right,,1740459913.0,1740459913.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459913,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
185,33.0,174.0,2025/2/25,7550.245019,6920.245021,1740459925,4.0,2.0,松本慎,Left,TOK,5,藤森,Left,niu,6,Top,1,1,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.65,0.14,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,"2,3",,皆吉,野中,Nothing,,,,,,2505510185,見逃し,,7548,https://youtu.be/_3MnIPxHw_o&t=7548,3802,https://youtu.be/5EDcInzAEH4&t=3802,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,藤森","L,L,L,L,R,R,R,R,R,L","L,L,R,L,R,L,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,972881.0,TokyoBBC Right,,1740459929.0,1740459929.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459929,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
186,34.0,175.0,2025/2/25,7563.592063,6933.592065,1740459938,4.0,3.0,松本慎,Left,TOK,5,藤森,Left,niu,6,Top,1,1,1,Curveball,FoulBall,Undefined,LineDrive,Undefined,0,0,,,0.686,0.104,16.60848172,-123.4078246,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,"2,3",,皆吉,野中,Undefined,,,,,,2505510186,ファール,,7561,https://youtu.be/_3MnIPxHw_o&t=7561,3815,https://youtu.be/5EDcInzAEH4&t=3815,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,藤森","L,L,L,L,R,R,R,R,R,L","L,L,R,L,R,L,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,972881.0,TokyoBBC Right,,1740459942.0,1740459942.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459942,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
187,35.0,176.0,2025/2/25,7577.962183,6947.962184,1740459953,4.0,4.0,松本慎,Left,TOK,5,藤森,Left,niu,6,Top,1,1,2,ChangeUp,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.458,0.036,12.40692675,151.6069806,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,"2,3",,皆吉,野中,Undefined,,,,,,2505510187,ファール,,7575,https://youtu.be/_3MnIPxHw_o&t=7575,3826,https://youtu.be/5EDcInzAEH4&t=3826,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,藤森","L,L,L,L,R,R,R,R,R,L","L,L,R,L,R,L,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0,972881.0,TokyoBBC Right,,1740459956.0,1740459956.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459956,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
188,36.0,177.0,2025/2/25,7596.340052,6966.340054,1740459971,4.0,5.0,松本慎,Left,TOK,5,藤森,Left,niu,6,Top,1,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.177,0.192,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,"2,3",,皆吉,野中,Nothing,,,,,,2505510188,ボール,,7594,https://youtu.be/_3MnIPxHw_o&t=7594,3838,https://youtu.be/5EDcInzAEH4&t=3838,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野,"堀端,明石,小村,荒井慶,矢田貝,臼井,水野,堀部,成瀬","中山絆,野中,皆吉,知念,藤森,黒木大,宇土,山下,中川","松本慎,明石,堀部,小村,臼井,成瀬,荒井慶,堀端,水野","愛甲,山下,宇土,皆吉,中川,野中,黒木大,知念,藤森","L,L,L,L,R,R,R,R,R,L","L,L,R,L,R,L,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,972881.0,TokyoBBC Right,,1740459975.0,1740459975.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1740459975,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
